,date,likes,reposts,views,comments,attachments,text
167702,1687345380,290,84,9017,2,1,"22 июня, скорпион"
167697,1687341780,205,89,13822,2,1,"22 июня, стрелец"
167694,1687338180,245,53,8071,1,1,"22 июня, козерог"
167688,1687334580,582,193,11143,3,1,"22 июня, водолей"
167687,1687330980,759,155,23087,3,1,"22 июня, рыбы"
167655,1687284180,1300,207,45913,2,1,"21 июня, овен"
167652,1687280580,2132,299,44807,10,1,"21 июня, телец"
167648,1687276980,458,113,18472,5,1,"21 июня, близнецы"
167641,1687273380,434,124,13458,2,1,"21 июня, рак"
167637,1687269780,355,98,9589,5,1,"21 июня, лев"
167636,1687266180,376,71,12693,7,1,"21 июня, дева"
167634,1687262580,308,89,16018,2,1,"21 июня, весы"
167629,1687258980,427,73,9606,2,1,"21 июня, скорпион"
167613,1687255380,803,193,26914,3,1,"21 июня, стрелец"
167608,1687251780,266,114,8907,5,1,"21 июня, козерог"
167600,1687248180,268,82,8059,1,1,"21 июня, водолей"
167597,1687244580,313,95,9215,2,1,"21 июня, рыбы"
167559,1687197780,1204,224,40319,24,1,"20 июня, овен"
167555,1687194180,447,130,21079,4,1,"20 июня, телец"
167550,1687190580,899,150,25048,9,1,"20 июня, близнецы"
167539,1687186980,402,125,15772,6,1,"20 июня, рак"
167532,1687183380,297,102,19959,9,1,"20 июня, лев"
167530,1687179780,904,209,34092,10,1,"20 июня, дева"
167527,1687176180,273,79,13613,3,1,"20 июня, весы"
167522,1687172580,640,178,25427,4,1,"20 июня, скорпион"
167508,1687168980,2100,283,49165,10,1,"20 июня, стрелец"
167503,1687165380,910,209,23958,8,1,"20 июня, козерог"
167500,1687161780,384,75,10121,2,1,"20 июня, водолей"
167495,1687158180,877,216,33097,7,1,"20 июня, рыбы"
167480,1687118580,1112,110,54743,10,1,"19 июня, телец"
167475,1687114980,562,110,24652,5,1,"19 июня, близнецы"
167472,1687111380,377,68,21143,5,1,"19 июня, рак"
167465,1687107780,423,65,16529,4,1,"19 июня, лев"
167463,1687104180,410,112,23518,3,1,"19 июня, дева"
167457,1687102320,387,106,16991,3,1,"19 июня, овен"
167456,1687100580,465,113,15891,0,1,"19 июня, весы"
167450,1687096980,1078,217,29118,4,1,"19 июня, скорпион"
167447,1687093380,356,89,17735,4,1,"19 июня, стрелец"
167446,1687089780,596,158,20989,0,1,"19 июня, козерог"
167439,1687086180,238,69,12679,0,1,"19 июня, водолей"
167408,1687085211,247,77,10771,2,1,"19 июня, рыбы"
167390,1687024980,633,147,13052,2,1,"18 июня, овен"
167385,1687021380,416,126,11254,3,1,"18 июня, телец"
167382,1687017780,917,263,31162,4,1,"18 июня, близнецы"
167377,1687014180,534,114,25195,5,1,"18 июня, рак"
167374,1687010580,426,122,18324,2,1,"18 июня, лев"
167372,1687006980,242,54,9915,1,1,"18 июня, дева"
167354,1687003380,1377,199,34363,5,1,"18 июня, весы"
167351,1686999780,166,53,7761,4,1,"18 июня, скорпион"
167348,1686996180,329,74,16089,2,1,"18 июня, стрелец"
167345,1686992580,834,90,24707,4,1,"18 июня, козерог"
167342,1686988980,1801,484,63199,12,1,"18 июня, водолей"
167339,1686985380,1243,184,42845,9,1,"18 июня, рыбы"
167312,1686938580,555,70,29538,9,1,"17 июня, овен"
167306,1686934980,359,65,34130,1,1,"17 июня, телец"
167299,1686931380,562,59,11082,9,1,"17 июня, близнецы"
167291,1686927780,400,67,17344,5,1,"17 июня, рак"
167285,1686924180,725,138,26169,10,1,"17 июня, лев"
167282,1686920580,133,32,9732,2,1,"17 июня, дева"
167277,1686916980,458,69,19219,5,1,"17 июня, весы"
167273,1686913380,2067,514,48097,4,1,"17 июня, скорпион"
167272,1686909780,219,96,15163,1,1,"17 июня, стрелец"
167260,1686906180,1508,388,38270,8,1,"17 июня, козерог"
167257,1686902580,1607,397,46507,8,1,"17 июня, водолей"
167250,1686898980,299,59,9854,0,1,"17 июня, рыбы"
167199,1686855780,2893,1148,287928,66,1,"16 июня, овен"
167197,1686852180,370,135,24813,1,1,"16 июня, телец"
167193,1686848580,653,177,30837,8,1,"16 июня, близнецы"
167189,1686844980,475,111,18450,2,1,"16 июня, рак"
167182,1686841380,309,84,10857,5,1,"16 июня, лев"
167174,1686837780,452,148,20835,4,1,"16 июня, дева"
167170,1686834180,296,68,20585,2,1,"16 июня, весы"
167164,1686830580,1287,177,33876,9,1,"16 июня, скорпион"
167161,1686826980,276,97,10353,1,1,"16 июня, стрелец"
167155,1686825180,1209,209,37305,13,1,"16 июня, козерог"
167153,1686823380,234,89,15137,2,1,"16 июня, водолей"
167126,1686821110,324,120,16523,5,1,"16 июня, рыбы"
167096,1686765780,259,58,28172,3,1,"15 июня, овен"
167071,1686762180,419,93,28241,13,1,"15 июня, телец"
167050,1686758580,387,76,23522,21,1,"15 июня, близнецы"
167046,1686754980,1377,202,44535,7,1,"15 июня, рак"
167043,1686751380,447,135,12409,2,1,"15 июня, лев"
167040,1686747780,321,113,19562,7,1,"15 июня, дева"
167037,1686744180,377,103,12199,2,1,"15 июня, весы"
167034,1686740580,412,202,11146,2,1,"15 июня, скорпион"
167030,1686736980,223,82,9661,6,1,"15 июня, стрелец"
167026,1686733380,1624,197,47049,13,1,"15 июня, козерог"
167024,1686729780,336,149,21653,3,1,"15 июня, водолей"
167022,1686726180,976,368,49122,10,1,"15 июня, рыбы"
167013,1686686580,428,84,14959,5,1,"14 июня, овен"
167010,1686682980,760,154,39529,3,1,"14 июня, телец"
167006,1686679380,354,90,20351,0,1,"14 июня, близнецы"
167002,1686675780,243,138,16900,1,1,"14 июня, рак"
166997,1686672180,332,66,15138,0,1,"14 июня, лев"
166995,1686668580,817,203,26311,3,1,"14 июня, дева"
166987,1686664980,187,42,16837,0,1,"14 июня, весы"
166984,1686661380,420,180,23135,4,1,"14 июня, скорпион"
166978,1686657780,268,71,12795,0,1,"14 июня, стрелец"
166974,1686654180,1037,335,62599,8,1,"14 июня, козерог"
166963,1686650580,433,128,30399,11,1,"14 июня, водолей"
166935,1686648355,289,72,21905,3,1,"14 июня, рыбы"
166908,1686592980,571,101,15348,4,1,"13 июня, овен"
166892,1686589380,2125,359,61527,10,1,"13 июня, телец"
166889,1686585780,976,247,39256,11,1,"13 июня, близнецы"
166880,1686582180,602,86,25178,6,1,"13 июня, рак"
166876,1686578580,248,67,26340,4,1,"13 июня, лев"
166872,1686574980,385,95,20010,3,1,"13 июня, дева"
166870,1686571380,821,159,31992,6,1,"13 июня, весы"
166864,1686567780,235,164,19399,3,1,"13 июня, скорпион"
166859,1686564180,232,45,21168,1,1,"13 июня, стрелец"
166853,1686560580,310,68,22244,8,1,"13 июня, козерог"
166850,1686556980,555,134,23902,6,1,"13 июня, водолей"
166844,1686553380,322,97,18400,3,1,"13 июня, рыбы"
166798,1686506580,3982,645,214503,40,1,"12 июня, овен"
166779,1686502980,282,113,22157,9,1,"12 июня, телец"
166764,1686499380,247,105,25489,4,1,"12 июня, близнецы"
166761,1686495780,237,95,10775,6,1,"12 июня, рак"
166758,1686492180,453,95,17213,2,1,"12 июня, лев"
166757,1686488580,425,73,15381,2,1,"12 июня, дева"
166755,1686484980,359,69,16352,2,1,"12 июня, весы"
166754,1686481380,664,166,30471,2,1,"12 июня, скорпион"
166750,1686477780,158,30,10176,4,1,"12 июня, стрелец"
166747,1686474180,527,178,34578,2,1,"12 июня, козерог"
166735,1686470580,472,80,11935,1,1,"12 июня, водолей"
166731,1686466980,250,45,13428,2,1,"12 июня, рыбы"
166701,1686420300,848,202,54737,10,1,"11 июня, овен"
166699,1686416700,1953,278,52131,22,1,"11 июня, телец"
166693,1686413100,1224,152,40957,13,1,"11 июня, близнецы"
166691,1686409500,237,61,15004,2,1,"11 июня, рак"
166687,1686405900,179,45,7624,1,1,"11 июня, лев"
166684,1686402300,306,66,17012,3,1,"11 июня, дева"
166680,1686398700,93,68,7169,4,1,"11 июня, весы"
166667,1686395100,532,112,11160,3,1,"11 июня, скорпион"
166659,1686391500,219,43,15380,2,1,"11 июня, стрелец"
166654,1686387900,1704,235,61225,11,1,"11 июня, козерог"
166649,1686384300,473,63,24207,7,1,"11 июня, водолей"
166643,1686380700,450,85,26399,11,1,"11 июня, рыбы"
166603,1686333780,912,168,54164,12,1,"10 июня, овен"
166597,1686330180,437,86,24283,4,1,"10 июня, телец"
166596,1686326580,372,69,11189,2,1,"10 июня, близнецы"
166593,1686322980,268,101,15296,2,1,"10 июня, рак"
166589,1686319380,250,55,7637,0,1,"10 июня, лев"
166580,1686315780,379,108,24709,3,1,"10 июня, дева"
166572,1686312180,983,226,33854,16,1,"10 июня, весы"
166559,1686308580,170,170,28115,4,1,"10 июня, скорпион"
166556,1686304980,327,63,18788,2,1,"10 июня, стрелец"
166554,1686301380,490,131,23522,5,1,"10 июня, козерог"
166547,1686297780,1197,177,37655,7,1,"10 июня, водолей"
166544,1686294180,244,232,31559,2,1,"10 июня, рыбы"
166506,1686247380,879,147,45293,10,1,"9 июня, овен"
166503,1686243780,399,92,21181,3,1,"9 июня, телец"
166497,1686240180,365,93,11298,3,1,"9 июня, близнецы"
166487,1686236580,509,143,23256,6,1,"9 июня, рак"
166484,1686232980,423,103,20846,3,1,"9 июня, лев"
166482,1686229380,717,169,20854,3,1,"9 июня, дева"
166478,1686225780,290,90,18280,11,1,"9 июня, весы"
166477,1686222180,177,74,9131,2,1,"9 июня, скорпион"
166475,1686218580,559,192,21137,1,1,"9 июня, стрелец"
166474,1686214980,359,114,13083,1,1,"9 июня, козерог"
166472,1686211380,358,95,10950,3,1,"9 июня, водолей"
166471,1686207780,1166,343,23705,4,1,"9 июня, рыбы"
166457,1686160980,348,97,19570,1,1,"8 июня, овен"
166452,1686157380,2691,817,169766,23,1,"8 июня, телец"
166447,1686153780,304,90,10548,7,1,"8 июня, близнецы"
166423,1686150180,451,125,14660,7,1,"8 июня, рак"
166416,1686146580,365,216,24034,2,1,"8 июня, лев"
166412,1686142980,321,56,11613,6,1,"8 июня, дева"
166409,1686139380,542,239,27844,4,1,"8 июня, весы"
166408,1686135780,139,40,8077,1,1,"8 июня, скорпион"
166401,1686132180,409,86,21009,3,1,"8 июня, стрелец"
166399,1686128580,784,108,49497,8,1,"8 июня, козерог"
166397,1686124980,494,121,11938,1,1,"8 июня, водолей"
166395,1686121382,283,80,18976,5,1,"8 июня, рыбы"
166363,1686074580,585,154,45249,2,1,"7 июня, овен"
166359,1686070980,245,45,28164,1,1,"7 июня, телец"
166356,1686067380,361,62,10074,2,1,"7 июня, близнецы"
166353,1686063781,370,131,10721,1,1,"7 июня, рак"
166350,1686060180,1216,181,42072,3,1,"7 июня, лев"
166343,1686056580,445,179,70570,5,1,"7 июня, дева"
166338,1686052980,173,30,19224,4,1,"7 июня, весы"
166335,1686049380,358,56,26003,10,1,"7 июня, скорпион"
166331,1686045780,885,149,34384,3,1,"7 июня, стрелец"
166327,1686042180,474,109,24271,3,1,"7 июня, козерог"
166323,1686038581,348,202,42388,3,1,"7 июня, водолей"
166321,1686034982,1406,309,70812,5,1,"7 июня, рыбы"
166295,1685993580,915,104,58355,7,1,"6 июня, овен"
166294,1685989980,466,118,27519,5,1,"6 июня, телец"
166288,1685986380,277,70,18523,1,1,"6 июня, близнецы"
166286,1685982780,484,122,23608,0,1,"6 июня, рак"
166279,1685979180,346,59,22992,1,1,"6 июня, лев"
166277,1685975580,522,123,24834,12,1,"6 июня, дева"
166275,1685971980,296,59,10625,1,1,"6 июня, весы"
166273,1685968380,1878,444,63214,2,1,"6 июня, скорпион"
166268,1685964780,217,72,21622,1,1,"6 июня, стрелец"
166265,1685961180,983,170,34538,3,1,"6 июня, козерог"
166261,1685959381,387,112,20050,3,1,"6 июня, водолей"
166245,1685957162,404,83,11448,4,1,"6 июня, рыбы"
166220,1685905380,410,100,11558,4,1,"5 июня, овен"
166214,1685901780,506,140,35923,5,1,"5 июня, телец"
166210,1685899980,234,78,22915,5,1,"5 июня, близнецы"
166208,1685898180,422,137,22095,5,1,"5 июня, рак"
166205,1685896380,1049,335,34157,5,1,"5 июня, Лев"
166204,1685894580,189,30,18230,2,1,"5 июня, дева"
166203,1685893380,2056,280,50413,6,1,"5 июня, весы"
166201,1685892180,147,37,12631,3,1,"5 июня, Скорпион"
166198,1685890980,316,118,9303,2,1,"5 июня, стрелец"
166196,1685889780,382,104,17536,4,1,"5 июня, козерог"
166192,1685888580,142,44,13921,1,1,"5 июня, Водолей"
166183,1685887342,122,40,9381,1,1,"5 июня, рыбы"
166119,1685815380,916,111,72979,11,1,"4 июня, овен"
166110,1685811780,436,63,13187,10,1,"4 июня, телец"
166094,1685808180,957,182,61672,22,1,"4 июня, близнецы"
166088,1685804580,389,91,24843,2,1,"4 июня, рак"
166084,1685800980,397,80,15498,4,1,"4 июня, лев"
166080,1685797380,587,88,25520,12,1,"4 июня, дева"
166079,1685793780,370,77,24713,8,1,"4 июня, весы"
166077,1685790180,377,40,18668,8,1,"4 июня, скорпион"
166071,1685786580,473,67,22603,14,1,"4 июня, стрелец"
166068,1685782981,360,80,21179,5,1,"4 июня, козерог"
166065,1685779380,455,119,11581,1,1,"4 июня, водолей"
166062,1685775783,312,70,9921,3,1,"4 июня, рыбы"
166026,1685736180,447,88,43392,3,1,"3 июня, овен"
166024,1685732580,427,107,28346,3,1,"3 июня, телец"
166018,1685728980,731,213,28501,9,1,"3 июня, близнецы"
